title,body,visibility,tags
page limit or word limit,is there a limit of one page or words on the review in the template given words goes a little above the one page limit of we have say equations are we penalized for going above page or words or either or is it a soft limit,public,hw5
citing,how often do we need to cite the paper we are summarizing if we are to have citations for every summary point it looks like we would have to cite every line because we are summarizing one paper which seems like over kill and would just clutter the text thanks,public,hw5
update hw importants updates and frequently asked questions,note these are regularly updated list of questions that might be helpful to know q do i need to read the paper of the summary assigned to me a no but if you are assigned to a summary of a different topic please let us know q should i deduct points because the summary is too long a hi all i hope you are enjoying your spring break a hw latex template is uploaded in resources https piazza com cmu spring resources q what if i forgot to add a prefix code when i create the account a you can change your last name at easychair top bar my account you only need to make sure when you submit the summary your last name has the prefix code you can change the last name of your summary sunmission through my submissions information update authors in the google doc form you filled out your last name has the prefix code if you forgot to do you can simply submit another form q do we have to use latex a it is not mandatory the template is for your convience q can we change the latex template a yes q is citation mandatory a no q is it ok that my summary has more than words more than one page a yes that is a soft limit we wouldn't count your exact words it is fine that you leave some space between sections and give us a two page summary but if you have two closely typed pages and it is clearly over words you may want to make it shorter,public,hw5
forget to add prefix code on lastname during applying the easychair account,hi i forget to add prefix code on lastname during applying the easychair account and i have click the confirm email now the system say that you have previously made attempts to create an account it is possible that you did not receive a previous mail from easychair please read the following information carefully so what should i do now thank you,public,hw5
recitation schedule changed,the recitation originally scheduled for march is moved to march location and time are the same the schedule on the course website will be updated as well soon thanks and have a great spring break,public,hw6
recommender systems pdf access,hi how are we supposed to access the charu aggarwal pdf for recommender system do we have to buy the textbook to have the access or there is some alternative i am missing to access the chapter reading,public,hw5
questions for mid term,are we allowed to discuss mid term exam on piazza now,public,exam
question about hw computer vision task,in the first question data description what is the dataset you will use for hw it's asking the dataset i will be using with respect to the homework requirement i will use cifar but this is a paper review and the paper i choose might not use this dataset instead they are using mnist in a more specific case in the third recommended paper improving neural networks by preventing co adaptation of feature detectors it's using both cifar and mnist so i am wondering which dataset i should describe for this answer,public,hw5
final grades,will the final grade be an addition of all hws exams and then curved or will it be mid sem grade curving of the remaining hws final exam,public,exam
results of convolutional networks and applications in vision paper,i don't see them mention the method that they proposed in the results on object recognition generic object recognition using caltech dataset handwritten digit classification using the mnist dataset connection with other approaches in object recognition sections am i missing something the method they proposed was psd but i don't see that mentioned in these sections they do mention that supervised fine tuning consistently improves the performance and results on abs and normalization which were also proposed solutions but they don't mention the specific method that they proposed am i missing something,public,hw5
hw latex template,can we have a latex template for hw report submission,public,hw5
hw hw continuity same topic,if we choose nlp for hw do we have to do the nlp task for hw or can we swith over and do the recommender systems task for hw,public,hw5
midterm test grade distribution,hi could you give the mean median of this midterm test thank you,public,exam
mid sem grade components,i just wanted to confirm this is our hw score a component of our mid sem grade edit i see that it has been answered sorry for the redundancy,public,other
grades on autolab,hi all grades for total homework score total homework score and mid semester have been released on autolab your mid semester letter grade is in the feedback of the mid semester score assignment course staff,public,other
sio grade,does the sio grade include the hws so far as well or is it just the mid term exam,public,exam
qna,i think the points in kernel space will look something like this where the red points represent and the greens represent how is this data linearly separable with only one decision boundary,public,hw4
midterm solutions,can someone post the solutions for the midterm exam,public,exam
total homework scores midterm calculation statistics,hi where can i see the total scores for each of the homeworks till now my gradescope does not show the scores for homework have they been included in the calculation for grades also will the mean median statistics be published for this midterm to have a better idea of the marks thank you,public,exam logistics other
midterm score statistics,is it possible to see the midterm score statistics i mean the statistics for the actual mark of the midterm paper as this test is very difficult i kind of have no idea whether i did well or not even after reviewing my paper in the gradescope it will be even better if it is possible to see the statistics for each question thank you,public,exam
grade distribution,just out of curiosity matt mentioned that day in class that usually he assigns a's to half of the class and b's to the other is this standard applied to this class as well will we be informed of the average of the midterm,public,exam
curving for mid sem grades,i read that mid sem grades were curved were undergrads and grads curved separately becuase i have read somewhere that grads and undergrads are graded separately,public,exam
where can we view our midterm grades,question in heading,public,exam logistics
exam paper viewing,i see that our grades are out in sio when can we see our exam papers,public,exam
midsemester grades,hi all midsemester grades will be released by monday at pm students who are registered with either a pass fail or audit letter grade option may receive their letter grades earlier these letter grades are one mechanism for us to give you feedback about your standing in the course in general my attitude towards midsemester grades is that i would much rather have you say uh oh about your grade now while there is still time to do something about it rather than at the end of the semester in addition to the official midsemester letter grade we will also post additional aggregate grades on autolab more details about this to follow ultimately i want you all to succeed here at cmu if you do not receive the grade you were hoping for i encourage you to consult with me before simply dropping the course in particular i plan to follow up individually with students who seem to have fallen behind there are other options such as taking the course pass fail or for audit that may be a good fit for you and ways to get additional units via mini courses if you do need to drop lastly i'd certainly like to have your feedback on how we could have better prepared you for this challenging course to those of you who are excelling in this course of course we also want to hear your perspectives of course you are always welcome to drop by my office hours to chat thanks to those of you who already have cheers matt p s some important dates related to grades course add drop deadlines etc are below march mid semester grades out by p m march spring break no classesmarch mini course add deadline april semester course drop and pass fail grade option deadline assign withdrawal grade after this date,public,logistics
do we have server for us to train algorithm for hw and hw,i find that computer vision problem needs deep learning algorithm and most of time it is time consuming i just wonder will we run our algorithm in our own laptop or we have other servers for us to train our model,public,hw5
hw researching applications of machine learning,hi all homework has been released and the first part is due at pm and the second part is due the handout is in piazza resources the assignment consists of parts for the first part you will read a paper and submit a summary via easychair see for the second part you will write reviews of peers' papers details of submission format can be found in the handout update we provided a latex template in piazza resources good luck,public,hw5
cannot find hw,hi i cannot find hw at https www cs cmu edu mgormley courses s coursework html has that been released thanks,public,hw5
matt's office hours thu,hi all my office hours tomorrow thu will be am am am pm cheers matt,public,logistics
do not discuss midterm answers,hi all please do not discuss answers or content from the midterm on piazza until the grades are out as some students have yet to take the exam thanks,public,exam
allowed to share cheat sheets,can someone else use my cheat sheet,public,exam
map and mle generative and discriminitave,from p y x theta p yx theta p x can we say that discriminative is the map version of generative,public,other
perceptron mistake bound,theta k sum y i cdot x i only if the perceptron has made mistake on every example right,public,other
optimization do all these algorithms give us a global optimum in all cases,linear regression logistic regression l regularization l regularization svm with a valid kernel,public,exam
support vectors,is any point which has a non zero slack variable considered to be a support vector in the svm algorithm in particular are misclassified points considered to be support vectors,public,exam
convergence hw,in hw we are asked the number of epochs for the different algorithms to converge however no definition of convergence is provided i have assumed the float precision of python on my machine i e convergence means two consecutive identical loss readings with python float precision why is this not correct,public,hw3
bayes optimal classifier midterm,will the content covered in lecture about this be on the midterm it isn't on slide topics for midterm of the midterm review slides,public,exam
how to determine a kernel is not a valid kernel how to tell whether it's linear separable,i wonder if i can ask for solutions of homework qna question and but if not what is a general approach to solve these kind of problems i know if we can rewrite it as the dot product of some transformations of the two vectors it means it's a valid kernel but if we cannot come up with such transformation we can't say such transformation doesn't exist then how to show the function is not a valid kernel,public,exam
class video questions,i have watched the review video for yesterday's class i have some doubts about a sample question picture below i think that naive bayes makes the assumption of conditional independence and that p x x y p x y p x y p y and the answer is true however the professor omitted the p y and came up with the answer false can anyone tell me why below is the picture highlighted part,public,exam
mock test,if a and b are disjoint are they independent or dependent events,public,exam other
definition of a validation set,i think i know what training error and test error is but i don't really understand what exactly is validation error i guess it means the error rate calculated from validation set but then what is validation set is it a random subset of the training data set thank you,public,exam
lecture slides,hi everyone in the comparison of naive bayes and logistic regression in lecture 's slides i am a little bit confused by the meaning of x and y axis what does m represent for and how to define the error here thanks,public,other
l regularization is l regularization even used,it says subset selection can you give an example as to where it might be being used,public,exam
l regularization where does subdifferentiability pose a problem,we are able to obtain l regularization for both logistic and linear regression q so then where exactly does the subdifferentiability pose a problem q do we use regularization in non linear models as well how is it possible to add regularization to naive bayes i guess via the prior or svm via the c or gamma parameter,public,exam
do we need calc for midsem,do we need calc for midsem,public,exam
invitation to guest lecture on pac learning,hi all this friday a visiting lecturer nakul verma will be giving a self contained minute lecture on pac learning and sample complexity this is a topic that we will get to later in the course but i suspect you will all really benefit from seeing the material taught from a different instructor please rsvp using the google form below if you would like to attend the nakul verma's guest lecture on pac learning friday march th pm pm the location will be announced to those who are definitely able to attend note that there is limited seating available so depending on how many people would like to attend i might have to ask only a subset of you to come sorry in advance if that happens https goo gl forms alswzwqekwstyvbf if you are not interested no worries you don't need to fill out the form cheers matt,public,other
hard vs soft margin svm,shouldn't c infinity correspond to hard margin instead of c because c infinity will force the slack variable to be hard margin constraint,public,other
lecture,hi could anyone please tell me why the standard kernel space being k instead of because of absence k thanks shouldn't we consider the absence characters as well i thought we were going to consider all combinations,public,exam
the past question,will the argument maximum number of mistakes will decrease as the r gamma decreases apply to the svm too and will it get me full credit for this question screenshot eskmnj png,public,exam
s midterm exam problem b,i think the third case that the margin doesn't change only happens when all slack variables are which means the data is linearly separable however it is mentioned in the question that the data are not linearly separable as a result i think the third case cannot happen is there any example that when the data is not linearly separable such that the slack variables are not all the margin is still unchanged when we modify c thanks,public,exam
kernel perceptron online vs batch,in the lecture note it says kernel perceptron in online learning is homework says the kernel perceptron for batch learning is for the input of the sign function in online learning is there a reason we don't include the y r that we include for the batch learning,public,other
lecture learning theory,i have two questions regarding this graph shouldn't p y x p y x can you give me an example where given p y y x p y y x we still predict y y we for sure don't do this in naive bayes logistic regression,public,other videos
question about residue in linear regression,hi i think the residue down in the screenshot below is not correct in blue line it should be red lines instead am i right thanks from whiteboard b,public,other
can naive bayes incorporate discrete and continuous features,hello i know we have bernoulli naive bayes and gaussian naive bayes is it possible to let naive bayes incorporate both discrete and continuous random variables where p x y gaussian and p x y bernoulli by the way i assume logistic regression can do both discrete and continuous features at the same time since we are just training on a weight vector thanks,public,exam
hw solutions,isn't the last time to turn in hw for credit tonight on the th yesterday today tomorrow qna says it's due tomorrow night and it would be really helpful if the solutions to the qna questions were available tonight can you change the deadline,public,hw4 exam
is true error validation error,what exactly is true error,public,exam
can we have the video for today's review lecture posted,the video for today's lecture is not yet posted,public,exam
what exactly is a closed form solution,its been used often but what does it exactly mean,public,exam
bias variance tradeoff,we have not covered the concept of bias and variance in class would i need to study these topics for the exam,public,exam
extra scratch paper during exam,will we be provided with additional scratch paper will i be permitted to bring blank sheets for rough work,public,exam
sample midterm q c d,in the recorded lecture matt marked the answer for d as false but the sample solutions say d is true i am not sure what the right answer is can someone clarify this p x y x p x y p x y p y this is the simplification that matt used in section b whereas he did not multiply by p y in section a i am a little unfamiliar with this property is it chain rule should i assume the method used in the recorded lecture to be incorrect,public,exam
why would you want a sparse solution,uses l regularizer leads to sparsity why would you want this,public,exam
big o notation question,can anyone explain the correct answer with reasoning to me all of the options seem correct,public,other exam
sample complexity,have we learnt sample complexity i saw it on one of the slides but not on another slides,public,exam
linear regression x tx non invertible,what should we do when x tx is non invertible thank you,public,exam
practice test b and c,hello i have two questions on the practice exam solutions b i thought this would be false as we do not know if the kernel is symmetric and positive semi definite is this just a requirement for kernel matrices not kernels so the only criteria for a kernel to be valid is that it's a dot product of two feature transformations c why is the boundary not slightly askew such that the only support vectors are x and x the radius would be the same but there are instead of support vectors thanks,public,exam
midterm recitation slide,in midterm recitation slide it says random variable a and a can indicate the same thing is this just saying if we define our new a as of our old a then of our new a becomes equivalent to our old a thank you,public,other
does the midterm cover any topic from lecture,do we need to know anything from lecture for the midterm thank you,public,exam
a mle and map convergence,can anyone explain the solution provided for the mle and map convergence problem i know the answer and i understood the explanation given by tom mitchell fake tosses is it because log map log likelihood log prior and as number of training examples increase likelihood log likelihood dominates over log prior,public,exam
b midterm exam,for test error to not be significantly different from training error the class composition should be similar in training and test data right for example if training examples have a class ratio of say men women then test data examples should also have a similar distribution,public,exam
correction tape,we were told that our answers in the exam should be written in pen may we use a correction tape to erase out our answer during the exam thanks,public,exam
qna,can anyone help me with question and on hw qna i don't really get how to interpret y and p is p the wrong probability and how does the data set y relate to data set x,public,hw2
knn leave one out cross validation,i don't quite understand how to calculate the knn leave one out cross validation error which was mentioned in today's class say k and the blue one in attached figure is left out for validation when calculating the error should we just look its nearest points a point can be its own neighbour but when doing validation we should don't know the point's own label so we only need to check its nearest neighbour in sum the validation error of k will be is my understanding correct,public,exam
question about hw q solution,hi the solution of question a shows the probability as however in the lecture notes i feel like the exponents of y i and y i in the solution should switch can someone take a look thanks,public,hw3
regularization tradeoff,can someone explain intuitively how regularization represents the tradeoff between fitting the data and keeping the model simple,public,other
will there be a timer during the exam,since we cannot use cell phone to check the time i wonder is it possible to show the time by projector to remind us the time during midterm exam thanks,public,exam
will today's lecture be recorded,today march th,public,videos
solution for lec,hello can anyone provide the solution for the sample question in today's lecture in page i didn't get the point how to derive a formula for i when the objective function achieves its minimum and not sure about the plot it is the last sample question in today's lecture thanks,public,exam
how long will the midterm exam be,can the instructors confirm what the duration of the midterm exam will be,public,exam
parameters are probabilities,hi all in the differences between nb and logistic regression one statement is parameters of nb are probabilities and the other one is not what does parameters are probabilities mean thanks,public,other
maximizing likelihood for logistic regression,i need some help understand conceptually why we cannot maximize the log likelihood using mle for logistic regression in the lecture dr gormley says that this is because we don't have a joint model p x y as we did for naive bayes and that we could do this for linear regression because we could have a conditional log likelihood but i don't get it could someone elaborate on this thanks,public,exam
svm,why is svm originally non convex optimization when we minimize gamma over the constraint left w right and how does factoring in w' w prime w gamma transform our objective function from non convex to convex thanks,public,other
gradescope submission,can we have the ta's names who have graded the hw theory part by problem,public,hw3
learning theory quesions from the sample mid term,in the spring mid term that we have been provided section is on learning theory and asks about vc dimension and sample complexity a lot have we covered this in class,public,exam
midterm exam,will we have extra credit questions like last semester's midterm,public,exam
kernelized svm,did we learn about kernelized svm svm in which kernel is used,public,other
are we expected to memorizing distributions,are we expected to memorizing distributions like their pdf cdf expectation and variance,public,exam
almost surely convergence,what does this mean this is with regards to a learning method being consistent or not in lecture,public,exam
spring midterm question c,consider the case with binary features i e x in d subset mathbb r d where feature x is rare and happens to appear in the training set with only label what is hat w is the gradient ever zero for any finite w why is it important to include a regularization term to control the norm of hat w i don't understand how to approach this problem,public,exam
how to find the decision boundary of svm,hello when doing the c in last years' mid term i am confused how to find the decision boundary of the svm why is thanks,public,exam
how will the decision boundary change after moving samples,hello i don't understand how will the decision boundary change after we removing samples from svm model there exist many conditions any help thanks,public,exam
q help needed,the values in the lagrangian dual form of svm objective corresponding to support vectors and non support vectors from the original data are different i really don t understand this statement as the lagrangian dual is not covered in lectures in my opinion any insights please,public,hw4
notation question,i have noticed professor gormley switches between semicolons and pipes when indicating a distribution is parameterized by some variable for example x i y i sim p x y theta instead of x i y i sim p x y theta is this intentional or just another way of saying the same thing i have read that semicolons are the standard way of indicating parameter relationships also does it matter which notation we use on the exam thanks,public,exam
custom exceptions,sorry posted on the wrong forum,public,hw4
hw solutions,would we the hw qna solutions before the exam,public,hw4
why rbf kernel for the homework kernel perceptron problem,i have problem understanding which suitable kernel we should use in general for example in homework we were asked to use rbf kernel but how do we know that for a given xtrain the rbf kernel based perceptron is going to give us the linear decision boundary we did vary the tunable parameter sigma and chose the best value of it but then what if there exists a better kernel than this,public,other
map convergence to mle,in hw we saw that as the amount of data increases a map estimated computed with a non zero prior will converge to the mle what does the 'non zero prior' mean here will map converge to mle for all possible priors or are there certain kinds of priors for which this will not happen,public,other
uniqueness of a kernel for different phi functions,from what i understand a given kernel representation like k x z x z is not unique that is the same kernel function works for phi x x x sqrt x x and x x x x x x x so how do we decide what phi function is being performed implicitly for the kernel i know that the final result is still the same but is there a way to find out which phi are we using ps also note that one phi maps into dimension and other one maps into dimensions,public,other
choosing the nth dimension,suppose that the data is not linearly separable in a given space and we choose to use kernel methods to map it into a higher dimension space in this scenario how do we decide the which dimension we should map to also talking about linear separability how do we decide whether a given set of data is linearly separable just run the perceptron algorithm would that be enough,public,other
string kernels lecture,in lecture when we were discussing string kernels what we were actually trying to achieve what was the 'y' variable here were we trying to classify text based on the presence absence of certain characters strings if yes what were the classes can someone please explain,public,other
lecture notes,should the green part be p y vec x theta cdot p vec x theta,public,other
why don't we drop the generative model and try to learn this hyperplane directly,hi apologies if this question has been asked already still after replaying the lecture video and going through the slides for lecture logistic regression i was not able to find the answer towards the question also in the same lecture's slides i am also confused with the other two questions why should we define a model of p x y at all and why not directly model p y x they were raised during the lecture but i did not get the answers i would appreciate if someone could address those questions more explicitly thanks,public,videos
definition of valid kernel,what is exactly the way to tell a valid kernel i see different definitions in whiteboard and slides is it k x z phi x cdot phi z or k x z phi x top phi z,public,hw4
s mid term sample what does this sign mean,is p x p x just want to confirm thanks,public,exam
are the scores on gradescope final,i can see my score on gradescope right now since they haven't been officially released are they final,public,hw3
linear regression,in linear regression in y i vec theta t cdot vec x i is y i the observed value and vec theta t cdot vec x i the expected value,public,other
how will the decision boundary change when removing the support vector,hi all i am wondering how will removing support vector change the decision boundary shift toward the point removed shift away from the point removed or even does not change i think the result just depends on the situations if i am wrong please correct me,public,exam
problem about hw,hi all in hw question there is one choice saying setting c will not give the maximum margin separator of the data if the data is linearly separable is that correct actually i know it is wrong because i am certain other choice is accurate however why this statement is wrong here is one example in this picture i think the dataset is linearly separable with small c we can get large margin just like the left graph with infinite c we can only get the right graph with smaller margin that can prove the statement if i am wrong please correct me thanks,public,exam
when is it necessary to add n in front of j w or l w,i am confused that when is it necessary to add n in front of j w or l w i see in white board that there is no n for gd for linear regression but yes for gd for logistic regression,public,hw3
overfit for linear regression with basis function,i don't know the meaning of basis function and how does it will cause overfit for linear regression,public,logistics
solution for q,could you please correct the solution for q in hw b and c need to properly separated and the solution given as c should be d,public,hw2
qna on hw map estimate clarification,screenshot of the problem for convenience https gyazo com d e b bb c d c could someone explain how to arrive at the answer wouldn't you have to use the prior and multiply that by the original probability of the event to find the map estimates for each case for example for the any case you have a probability of that the prank day is sampled from that set then multiplying your prior you have a map estimate of similarly for the powers of case we get which is greater than thanks in advance,public,hw2
kernel perceptron,i am confused with online learning and kernel perceptron perhaps i am missing something in the update rule of kernel perceptron we wrote a summation from to n however in the case of online learning do we know this number 'n' before we start learning,public,other
hw qna q q bayes' rule for medical diagnosis,i got this wrong on the homework and i want to understand why for i thought this would be indicates positive test result and indicates negative test result p cancer p cancer p cancer p now here p cancer p cancer p cancer they are conditionally independent p cancer is given to us in the question p p p p p and cancer p and cancer p cancer p cancer p cancer p cancer and indicates intersection and indicates not or complement p follows accordingly where did my logic go wrong thanks,public,hw2 exam
what is criteria to decide convex functions,hi all in lecture professor says that j theta theta is not a convex function but if we take log of it it becomes convex how is that note i tried using criteria that function is convex if f'' x but for both theta theta and log theta log theta f'' criteria is not met,public,exam videos
lecture learning theory for midsem,concepts taught in lecture also appear for the midterm,public,exam
convergence curve,i want to ask why the two methods have very different mse at the beginning is it because the first point is drawn after the first epoch so sgd has updated many times to lower mse what does uninformed initialization mean,public,exam
homework solutions,hi can you please upload homework solutions before midterm exam this will help us to prepare for exam thanks,public,hw4
time taken for assignment,i have no clue why i got a zero for answering hr to this question is the grading final and correct are you not allowing any late submission this time,public,hw4
problem about kernel motivation,hi all in lecture professor mentioned about kernel motivation in the point there is one concept named linearity restriction what does that mean and why memory based methods will lead to kernels thanks,public,exam
qna clarification,in previous questions it has been noted that we do not have to recalculate multiplication of same values such as a b we only have to calculate with addition and multiplication does that apply to different terms that contains in part the same multiplication i e we have a b c and a b d then would that be multiplications or,public,hw4
qna,for these qna problems i noticed that when zooming into the right subplot not all slack variables appear to lie on the negative positive hyperplanes however they appear to lie perfectly on these hyperplanes on the left subplot is this a limitation of the gui,public,hw4
qna,is it correct that support vectors will always have a slack variable of zero or it can be greater than zero and less than one,public,hw4
hw grades released,hi all grades for hw have been released on autolab these scores include both the autolab and qna portions of the homework and late days have been penalized as outlined in the course policy course staff,public,hw2
hw easychair instruction,welcome to s machine learning for fun conference here are the steps for you to enter the conference instructions for submitting review start date march th note that you will not be assigned to papers until march th due date april th accept the email invite to join the litreview program committee the email should be from noreply easychair org and titled invitation to litreview program committee check your spam folder if you don't see it in your inbox log into the main conference site https easychair org conferences conf litreviewthen click to enter the site as a pc member you can change your role at any time by hovering over litreview clicking change role hover over reviews click my papers click the plus sign under add new review fill out the review form choose a score for overall evaluation and write your comments in the box below please do not attach file instructions for submitting summary start date march th due date march th we will use the easychair system for peer reviewing please follow these steps to do so create an account on easychair by going here https www easychair org account signup cgiwhen entering your last name please begin with your paper code found in the table below following the hyphen e g if your last name is lastname and you reviewed the paper convolutional networks and applications in vision your last name should be cvb lastnamethis will simplify our review assignment papercodechunking with support vector machinesnlpanatural language processing almost from scratchnlpbneural models for sequence chunkingnlpcsun database large scale scene recognition from abbey to zoocvaconvolutional networks and applications in visioncvbimproving neural networks by preventing co adaptation of feature detectorscvcchapter of recommender systemsrsamatrix factorization techniques for recommender systemsrsbalgorithms for non negative matrix factorizationrsc enter your name use your last name with prefix andrew id and email address here please this information will be used to assign reviews to you so everyone in the class should fill out this form https docs google com forms d e faipqlsdukrtfuqdegctjau hvu aq ezee laqkc ywt mgcj mjea viewform log into the main conference site https easychair org conferences conf litreviewthen click to enter the site as an author you can change your role at any time by hovering over litreview clicking change role click new submission and fill out the submission form write your topic natural language processing computer vision recommendation system in titleplease use keyword keyword keyword as keywords then upload your pdf file do not include any personally identifying information in the pdf after you make a submission you can make changes to it by clicking submission on the top bar and you will see a menu on the top right side of the page,public,hw5
qna question,is there a typo in q is it supposed to be max n,public,hw4
qna the indice begin from or,when counting the indice the first point is or,public,hw4
graph about l theta lambda,hi all in the lecture the professor mentioned l theta lambda and showed the graph but i am still confused about the graph how to get the curve like the picture,public,videos
general question on svms,please tell me if these are true slack for non support vector datapoints is when it comes to predicting the label of a test data point the location of the test point with respect to only the support vectors needs to be calculated as they define the location of the separator consequently on the same training and test data set prediction of test labels would be faster for svm than perceptron as you'd have to calculate the kernel between the test point and only the suport vectors in the case of svm while you'd have to calculate this between the test point and all training data points in perceptron svms cannot be operated in an online way as you need fixed support vectors to predict the label of any test data point follow up question i understand that if the points are not linearly separable we have no feasible solution space if there was no slack concept however instead of this why can't we use some kernel like we did in perceptron to make the data linearly separable,public,other
question the definition of training error,question the training error is the number of error or the rate of number of error to whole dataset,public,hw4
svm support vectors,my understanding of support vectors is that if there is a hard margin the hyperplanes must lie on the support vectors if the margin is soft the support vectors can also be within a user defined distance from each of the hyperplanes in the svm experiments we performed any point on the opposite side of its associated hyperplane is considered a support vector is it possible to have a scenario in which a point on the opposite side of the hyperplane is not considered a support vector thank you,public,other
qna weight factor initialization,should we initialize the weight factor to be all zeros or all 's it does make a nontrivial difference on the final error rate with different initialization,public,hw4
qna rates or actual number of error,should i give rate of error or the count of error,public,hw4
midterm recitation,hi all we recorded this weeks recitation since it was a midterm preparation recitation here are the links part https www youtube com watch v u lpb msqi part https www youtube com watch v okylwnk wqe,public,exam
exam on tuesday,hi all for tuesday's exam all solutions must be written in pen your exams will be scanned into gradescope and often solutions written in pencil don't show up therefore you should bring a pen to ensure that you get full credit for all questions on the exam reminders electronic devices will not be permitted you are allowed one page of front and back notes you must write your own page of notes you are not allowed to collaborate with others when writing your page of notes warm regards brynn,public,exam
question regarding function rbf kernel,how is the matrices x and x calculated in this question are these just mapping the data given in xtrain into another domain also i was wondering if someone could shed some light into what exactly is the difference between x and x is x same as xtrain thanks a lot for the help,public,hw4
qna use kernel perceptron as classifier,hi all i find non kernel perceptron and kernel perceptron have different update rule when training according to the write up my question is after we get a weight w from num epoch of iterations what should we use for prediction should we simply apply w 'x as the decision function or should we use kernel perceptron predict a xtrain ytrain x sigma can anyone explain which one to choose and why thx evan,public,hw4
vectorize,i'm vectorizing as much as i can for rpf kernel i only use one for loop and for kernel predict i only use np matrix functions for kernel train i use for loops idk how to be more efficient what can i do,public,hw4
q q what is training error defined as,what is training error defined as can i assume it to be no of mistakes total number of data or should i take some distance metric also into consideration also does training error mean error calculated on the training data using boundary calculated from learning from training data am i thinking right,public,hw4
installing scikit learn on one of the mac clusters,i am using one of the mac clusters my laptop crashed yesterday and am trying to install pip in my home directory so that i can install scikit learn i run into the following message does anyone know how to install stuff without running into administrator permission issues in the clusters or any cluster that may have scikit learn pre installed easy install pip install dir afs andrew cmu edu usr mreddygu error can't create or remove files in install directory the following error occurred while trying to add or remove files in the installation directory errno permission denied ' library python site packages test easy install pth' the installation directory you specified via install dir prefix or the distutils default setting was library python site packages perhaps your account does not have write access to this directory if the installation directory is a system owned directory you may need to sign in as the administrator or root account if you do not have administrative access to this machine you may wish to choose a different installation directory preferably one that is listed in your pythonpath environment variable for information on other options you may wish to consult the documentation at https pythonhosted org setuptools easy install html please make the appropriate changes for your system and try again,public,hw4
absolute value,what did those absolute value with on its right mean again,public,hw4
problem question programming,i have got the concept and logic of predicting kernel perceptron but i dont understand why we need the test data sample x as the input can anyone please tell why do we need it currently i am taking x in k x i x r from xtrain itself is that correct,public,hw4
how to use grace day,can anyone tell me how to use grace day for homework,public,hw4
will lagrangian dual be covered in the midterm,it seems that it was not covered in the lecture,public,exam
margins and generalization error,hello i have some confusion about generalization error and margins i think the errors depends on different data set but not the separator's margin any ideas thanks,public,hw3
rbf kernel error,after inserting code to catch and handle errors in my rbf kernel function i get the following errors x shape x shape rbf kernel error inappropriate argument value of correct type operands could not be broadcast together with shapes operands could not be broadcast together with shapes it looks like the function is being called on two matrices x shape and x shape but i thought this is not possible because we need the two feature matrices to have the same number of columns or features am i understanding something incorrectly to clarify these values are printed after the included matrix resizing code provided in the rbf kernel code,public,hw4
slide for review recitation,when are you releasing the slide for today's review recitation thanks,public,exam other
difference between batch v online perceptron,what's the difference our perceptron train implementation is supposed to be batched but i simply treated each datapoint in xtrain sequentially as if online and got full score accounting for epochs of course i don't understand prof gormley's comment about the batched perceptron's alpha i in thanks,public,hw4
polynomial kernel of features how to calculate that,hi all from slides polynomial kernel produces n d choose d features can anyone prove that thx,public,other
can i let two different data points with exact same features have different labels,for example in the fisher iris dataset two different flower spices may have exact same sepal length and sepal width so i think this situation may happen in real life that two different data points with exact same features may have different labels,public,hw4 logistics
qna,our indice sum will differ based on whether we used octave because it's indexed by or python are both answers acceptable,public,hw4
qna can we assume no contradiction in training set,the problem says any i can construct a contradicting training set containing only two data points xi yi then i think there is no way to linear separate it since there is a contradiction it seems that we should assume no contraction in training set,public,hw4
