title,body,visibility,tags
what does this usually mean?,<p>I'm getting this error from lightsout...</p> <p></p> <pre>*** Error in `./lightsout-d': free(): invalid pointer: 0x00007ffe5d999a44 *** ======= Backtrace: ========= /lib64/libc.so.6(+0x7d053)[0x7fa26d16a053] ./lightsout-d[0x4026d3] ./lightsout-d[0x401312] ./lightsout-d[0x402cad] /lib64/libc.so.6(__libc_start_main+0xf5)[0x7fa26d10eb15] ./lightsout-d[0x400879] ======= Memory map: ======== 00400000-00404000 r-xp 00000000 00:26 1988379268                         /afs/andrew.cmu.edu/usr18/evangell/private/15122spring/lightsout-handout/lightsout-d 00604000-00605000 r--p 00004000 00:26 1988379268                         /afs/andrew.cmu.edu/usr18/evangell/private/15122spring/lightsout-handout/lightsout-d 00605000-00606000 rw-p 00005000 00:26 1988379268                         /afs/andrew.cmu.edu/usr18/evangell/private/15122spring/lightsout-handout/lightsout-d 02307000-02328000 rw-p 00000000 00:00 0                                  [heap] 7fa268000000-7fa268021000 rw-p 00000000 00:00 0  7fa268021000-7fa26c000000 ---p 00000000 00:00 0  7fa26ced7000-7fa26ceec000 r-xp 00000000 fd:00 811591562                  /usr/lib64/libgcc_s-4.8.5-20150702.so.1 7fa26ceec000-7fa26d0eb000 ---p 00015000 fd:00 811591562                  /usr/lib64/libgcc_s-4.8.5-20150702.so.1 7fa26d0eb000-7fa26d0ec000 r--p 00014000 fd:00 811591562                  /usr/lib64/libgcc_s-4.8.5-20150702.so.1 7fa26d0ec000-7fa26d0ed000 rw-p 00015000 fd:00 811591562                  /usr/lib64/libgcc_s-4.8.5-20150702.so.1 7fa26d0ed000-7fa26d2a4000 r-xp 00000000 fd:00 805309978                  /usr/lib64/libc-2.17.so 7fa26d2a4000-7fa26d4a4000 ---p 001b7000 fd:00 805309978                  /usr/lib64/libc-2.17.so 7fa26d4a4000-7fa26d4a8000 r--p 001b7000 fd:00 805309978                  /usr/lib64/libc-2.17.so 7fa26d4a8000-7fa26d4aa000 rw-p 001bb000 fd:00 805309978                  /usr/lib64/libc-2.17.so 7fa26d4aa000-7fa26d4af000 rw-p 00000000 00:00 0  7fa26d4af000-7fa26d4d0000 r-xp 00000000 fd:00 805309964                  /usr/lib64/ld-2.17.so 7fa26d693000-7fa26d696000 rw-p 00000000 00:00 0  7fa26d6cd000-7fa26d6d0000 rw-p 00000000 00:00 0  7fa26d6d0000-7fa26d6d1000 r--p 00021000 fd:00 805309964                  /usr/lib64/ld-2.17.so 7fa26d6d1000-7fa26d6d2000 rw-p 00022000 fd:00 805309964                  /usr/lib64/ld-2.17.so 7fa26d6d2000-7fa26d6d3000 rw-p 00000000 00:00 0  7ffe5d97a000-7ffe5d99b000 rw-p 00000000 00:00 0                          [stack] 7ffe5d99f000-7ffe5d9a1000 r-xp 00000000 00:00 0                          [vdso] ffffffffff600000-ffffffffff601000 r-xp 00000000 00:00 0                  [vsyscall] Aborted (core dumped)</pre> <p></p>,public,lightsout
segment fault,"<p>I didn't get any segment fault with 4x4 or smaller boards but with 5x5 boards. Is it because I allocate too much memory in the 5x5 case and get null pointers? however, I did use xmalloc in my code. \xa0</p>",public,other
What does the error conflicting types mean?,"<p></p><p><b>board-ht.c:35:20:</b> <b>error: </b>conflicting types for  <b>ht_lookup</b> </p> <p>\xa0struct board_data* ht_lookup(hdict_t H, hdict_key x){</p> <p><b>\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ^</b></p> <p><b></b></p> <pre> struct board_data* ht_lookup(hdict_t H, hdict_key x){                                               36     REQUIRES(H != NULL);                                                                            37     hdict_value result = hdict_lookup(H, x);                                                        38     if (result == NULL) return NULL;                                                                39     else {                                                                                          40         return (struct board_data*)result;                                                          41     }                                                                                               42 }</pre> <p>Relevant code. What does this error mean?</p>",private,lightsout
comparing integers,<p>I'm getting this error for lightsout...</p> <pre>error: comparison between signed and unsigned integer expressions [-Werror=sign-compare]    if(col + 1 < w){               ^ lightsout.c:41:14: error: comparison between signed and unsigned integer expressions [-Werror=sign-compare]    if(row + 1 < h){</pre> <p>I'm a bit confused because I declared row and col to be uint8_t and w and h to be size_t...how should I fix this?</p>,public,lightsout
Why is it expecting a parenthesis?,"<p></p><pre>board-ht.c:34:39: error: expected  )  before  hdict_key   struct board_data *ht_lookup(hdict_H, hdict_key x){ // adds a new struct board data to the board                                                        24 void ht_insert(hdict_t H, struct board_data  *DAT)                                                  25 {                                                                                                   26     REQUIRES(DAT == NULL || (hdict_lookup(H, DAT->board) == NULL));                                 27     REQUIRES(H != NULL);                                                                            28     bitvector* key = xmalloc(sizeof(bitvector));                                                    29     *key = DAT->board;                                                                              30     hdict_insert(H,(void*)key, (void*)DAT);                                                         31 }                                                                                                   32                                                                                                     33 // looks up structs in the hash table based on the key                                              34 struct board_data *ht_lookup(hdict_H, hdict_key x){                                                 35     REQUIRES(H != NULL);                                                                            36     void* result = hdict_lookup(hdict_t H, hdict_key B);                                            37     if (result == NULL) return result;                                                              38     else {                                                                                          39         return (struct board_data*)result;                                                          40     }                                                                                               41 }</pre> <p>Why is it expecting a parenthesis?</p> <p></p> <p>Thanks</p>",private,lightsout
using lightsout-ref,<p>When i try using lightsout-ref on board0.txt (board where initially only top left cell is lit up) the program seems to time out. Is this supposed to happen?</p>,private,lightsout
Redefinition,"<p></p> <p>In file included from <b>lightsout.c:9:0</b>:</p> <p><b>uba.h:15:29:</b> <b>error: </b>redefinition of typedef  <b>arr_t</b>  [-Werror=pedantic]</p> <p>\xa0typedef struct arr_header*\xa0 arr_t;</p> <p><b>\xa0\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ^</b></p> <p>In file included from <b>board-ht.h:12:0</b>,</p> <p>\xa0\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 from <b>lightsout.c:8</b>:</p> <p><b>uba.h:15:29:</b> <b>note: </b>previous declaration of  <b>arr_t</b>  was here</p> <p>\xa0typedef struct arr_header*\xa0 arr_t;</p> <p></p> <p>This doesn't make any sense to me...\xa0</p> <p></p> <pre>\xa0#include <stdbool.h>                                                                              <br />  2 #include <stdbool.h>                                                                              <br />  3 #include <stdint.h>                                                                               <br />  4 #include ""lib/xalloc.h""                                                                           <br />  5 #include ""lib/boardutil.h""                                                                        <br />  6                                                                                                   <br />  7                                                                                                   <br />  8 #ifndef _UBA_H                                                                                    <br />  9 #define _UBA_H_                                                                                   <br /> 10                                                                                                   <br /> 11                                                                                                   <br /> 12 /**************************** Interface ****************************/                             <br /> 13                                                                                                   <br /> 14                                                                                                   <br /> 15 typedef struct arr_header*  arr_t;                                                                <br /> 16                                                                                                   <br /> 17 int arr_len(arr_t A)                                                                              <br /> 18 /*@requires A != NULL; @*/ ;                                                                      <br /> 19                                                                                                   <br /> 20 arr_t arr_new(int size)                                                                           <br /> 21 /*@requires 0 <= size; @*/                                                                        <br /> 22 /*@ensures \\result != NULL; @*/                                                                   <br /> 23 /*@ensures arr_len(\\result) == size; @*/ ;                                                        <br /> 24                                                                                                   <br /> 25 char *arr_get(arr_t A, int i)                                                                     <br /> 26 /*@requires A != NULL; @*/                                                                        <br /> 27 /*@requires 0 <= i && i < arr_len(A); @*/ ;                                                       <br /> 28                                                                                                   <br /> 29 void arr_set(arr_t A, int i, char *x)                                                             <br /> 30 /*@requires A != NULL; @*/                                                                        <br /> 31 /*@requires 0 <= i && i < arr_len(A); @*/ ;                                                       <br /> 32                                                                                                   <br /> 33 void arr_add(arr_t A, uint8_t x)                                                                  <br /> 34 /*@requires A != NULL; @*/ ;                                                                      <br /> 35                                                                                                   <br /> 36 char *arr_rem(arr_t A)                                                                            <br /> 37 /*@requires A != NULL; @*/                                                                        <br /> 38 /*@requires 0 < arr_len(A); @*/ ;                                                                 <br /> 39 #endif </pre> <p></p>",private,lightsout
What is the value of bitvector_limit?,<p></p><p>What is the value of bitvector_limit? Or is simply stating bitvector_limit enough?\xa0</p>,private,lightsout
confusion about when to allocate in c,<p>So I'm a little confused as to when you decide you need to allocate something on the heap. Is it that you want to allocate on the heap whenever you return a pointer to something created in the function that you want to be able to change in other functions?</p>,private,other
Hash arrays of bool values?,"<p>I have tried to cast bitvector into size_t and use that as the hash value, but this will not work if bit vector is represented as an array of bool values (I believe that's the reason the below\xa0autolab test failed). Using bitvector_get does not always work since i can be some other type than uint8_t. Is it possible to hash use random int or memory address of pointer key? But then the same bitvector\xa0stored at different memory addresses will have different hash values. Is there a way to hash both arrays of bool values and ints?</p> <pre>Test board-ht-array-grade add_many, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: The program, when run, produced the wrong answer *** Hint: Runs earlier tests on a representation of bitvectors as arrays of boolean values *** Likely to fail if you use == instead of bitvector_equal() to check for equality anywhere, *** or otherwise violate the interface.</pre>",public,lightsout
"Valgrind Error on Autolab, not locally","<p>Hi, I was wondering what the possible reasons this could be are?<br /><br />I see this on autolab:\xa0</p> <pre>Valgrinding lightsout boards/3x2-10.txt *** VALGRIND FAILED (SAFETY): Valgrind detected 1 errors (-1.0 points) *** VALGRIND FAILED (LEAKS): Valgrind detected 32 bytes of leaked memory (-1.0 points)</pre> <p>but, locally:\xa0</p> <pre>valgrind ./lightsout board/3x2-10.txt -v</pre> <p>gives me the summary:\xa0</p> <p></p> <p>==28108== HEAP SUMMARY:</p> <p>==28108== \xa0 \xa0 in use at exit: 0 bytes in 0 blocks</p> <p>==28108== \xa0 total heap usage: 0 allocs, 0 frees, 0 bytes allocated</p> <p>==28108==\xa0</p> <p>==28108== All heap blocks were freed -- no leaks are possible</p> <p>==28108==\xa0</p> <p>==28108== For counts of detected and suppressed errors, rerun with: -v</p> <p>==28108== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 1 from 1)</p>",public,lightsout|other
accessing fields of a struct,"<p>since the definition of board_data is in board-ht.h, and not in board-ht.c, how are we supposed to access the field when we don't really have access to the fields?</p>",public,lightsout
Where to test board_ht.h,<p>Is in lightsout.c acceptable?\xa0</p>,public,lightsout
When should we be returning 1?,<p>The handout says to return 1 when if there is an error or if the board is not solvable. What errors are the handout talking about (I see a lot of compilation errors on my screen right now lol)</p> <p></p> <p>Sterling\xa0</p>,public,lightsout
Different boards being recieved?,"When I run lightsout and loplayer on the same board file, my lightsout program is recieving a different board from what loplayer gets. I know this because I print out the initial board in lightsout.c, it is different from the one in loplayer.   Here is my code in lightsout that gets the initial board: int main(int argc, char **argv) {     if (argc != 2) {         fprintf(stderr, ""Usage: lightsout \ "");         return 1;     }     char *board_filename = argv[1];     bitvector* boardInput = malloc(sizeof(bitvector));     uint8_t* widthInput = malloc(sizeof(uint8_t));     uint8_t* heightInput = malloc(sizeof(uint8_t));       if(!file_read(board_filename,boardInput,widthInput,heightInput))     {         fprintf(stderr, ""File not found\ "");         free(boardInput);         free(widthInput);         free(heightInput);         return 1;     }     print_board(*boardInput, *widthInput,*heightInput);",private,lightsout
Task 7,"<p>When using the second method in the writeup for Task 7, should I create a helper function that builds up a stack as it retraces the moves that were made to reach the end? Then, from that stack, printf until it is empty. This is the method that I want to use but I'm not entirely sure how piping to loplayer works and if this would solution would be capable of piping.\xa0</p>",private,lightsout
Freeing a NULL Pointer,<p>Does\xa0</p> <pre>free(NULL);</pre> <p>crash or just do nothing?</p> <p></p>,public,lightsout
int A[10] and int[10] A,"<p>What is the difference of these two expression? I wrote int[10] A in written hw11 and lost one point for not writing as int A[10]. But in the notes I found that it is written as int[10] A, in which the brackets come before the variable name.</p>",private,written11
Descriptions of AUTOLAB Tests,"<p>Is there any information available to us on what the ""bitvector-big stress"" test is and/or what the ""board-ht-big-grade"" test is?</p>",public,lightsout
board-ht.c,"<p>Between my 2nd and 3rd Autolab submission, all I changed in board-ht.c was my hash function. \xa0This change, which helped me pass the array tests, caused me to fail:</p> <p>board-ht-grade add_many</p> <p>board-ht-grade add_many_change_test</p> <p></p> <p>I don't understand why changing my hash function would cause my code to start producing the wrong answer for these tests. \xa0Could anybody offer some insight?</p>",private,lightsout
Written 12,<p>When will written 12 be posted?</p>,public,written12
BITVECTOR_LIMIT: part of bitvector interface?,<p>Does the client have access to BITVECTOR_LIMIT? (so would it be bad style to reference it outside bitvector.c?)</p>,public,lightsout
Moving files around,"<p>So just to confirm, our bitvector.c and bitvector-test.c files are supposed to be outside in lib folder, right? If we've already made them in the lib folder, how do we move them outside?\xa0</p> <p></p> <p>Also, how does this compilation with the make statement work? It's very short and it's too good to be true, so what's the catch?</p>",public,lightsout
Making lightsout-d faster,<p>Any tips for making lightsout-d faster? My lightsout-d is always too slow.</p> <p></p> <p>EDIT: reduced the size of my hashtable.</p>,public,lightsout
autolab test,<p></p><pre>Test lightsout not-a-real-board.txt<br /><br />for this test file can we say that the file read function should return false. </pre>,public,lightsout
lib/hdict.h compilation error,"<p>Hi,\xa0</p> <p></p> <p>When I attempt to compile my hashtable files I get this error\xa0</p> <pre>In file included from board-ht.c:6:0: lib/hdict.h:20:9: note: expected  void (*)(void *)  but argument is of type  void (*)(struct hdict_header *)   hdict_t hdict_new(size_t capacity,</pre> <p>Line 6 of board-ht.c is just ""#include ""lib/hdict.h""</p> <p></p> <p>I'm fairly certain I did not modify hdict.h at all. Any ideas?</p> <p></p> <p>Thanks</p>",public,lightsout
not-a-real-board,"<p>What kind of content may be in ""not-a-real-board.txt""? Valgrind is giving me errors for that and that alone (freeing already freed memory?), but all of my attempts to make an erroneous file have been caught be file_read.\xa0</p>",public,lightsout
freeing error,"<p>I am getting this error when I am trying to just use the standard free to free the values of the hash dictionary.\xa0</p> <p></p> <pre>board-ht.c:43:10: error: incompatible integer to pointer conversion passing       'bitvector' (aka 'unsigned int') to parameter of type 'void *'       [-Werror,-Wint-conversion]     free(DAT->board);          ^~~~~~~~~~ /usr/include/stdlib.h:143:18: note: passing argument to parameter here void     free(void *);</pre> <p></p> <p>I think it is saying that the value that you are freeing has to be a void* but I'm confused about how I would be able to free the bit vector if I cast it to a void* because wouldn't that just free the pointer and not the value that the pointer points to.</p>",private,lightsout
free in wrapper of hash table,"<p>if I wanted to pass in the standard free function as the free function when I am making a new hash table, would I still have to make that function separately and then have a function pointer point to that, and pass that in?</p>",private,lightsout
place for bitvector.c,<p>should our bitvector.c be in lib or in our lightsout file?</p>,public,lightsout
ERROR CODE?????,<p>i made a bitvector test and when I call bitvector_new() the following error shows up. What am i doing wrong??</p> <p></p> <pre>-bash-4.2$ make bitvector-test<br />cc     bitvector-test.c   -o bitvector-test<br />/tmp/ccGuXtvf.o: In function `main':<br />bitvector-test.c:(.text+0xe): undefined reference to `bitvector_new'<br />collect2: error: ld returned 1 exit status<br />make: *** [bitvector-test] Error 1</pre> <p></p>,private,lightsout
hdict error,<p>Violation: key in index 94 claims to belong in index 1.<br />This indicates that client code modifies data in the hashtable.<br />a.out: lib/hdict.c:91: hdict_lookup: Assertion `is_hdict(H) && x != ((void *)0)' failed.</p> <p></p> <p></p> <p>I do not understand the cause behind this error.\xa0</p>,public,lightsout
Extra Office Hours Today,<p>Office hours today will be from 2pm-6pm instead of the usual 3pm-5pm.</p>,public,logistics
error with board-ht,"<p>i created tests for my board-ht file, and when i'm compiling, i get these errors</p> <p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ix087c2ns5p656/ieyro1rdiy76q5/j1jfoqo2lgk3/Screen_Shot_20170415_at_11.44.47_AM.png"" alt="""" /></p> <p></p> <p>this is what i have written for these functions, am i not casting everything properly?\xa0</p> <p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ix087c2ns5p656/ieyro1rdiy76q5/j1jfs0fls9d3/Screen_Shot_20170415_at_11.47.18_AM.png"" alt="""" /></p>",private,lightsout
precondition error,<p></p><pre>bitvector.c:14:3: error: comparison is always true due to limited range of data type [-Werror=type-limits]    REQUIRES(0 <= i && i < BITVECTOR_LIMIT);</pre> <p>this is what i get when i try to gcc my bitvector get function. why would 25 always be greater than an uint8_t i?\xa0</p>,public,lightsout
freeing,"<p>Lets say that I allocate a bit vector in my implementation,\xa0</p> <p>then I call hdict_free, would hdict_free free the bit vector that is in my struct or would it only free my struct and I will have to free that bit vector separately.</p>",public,lightsout
valgrind lookup cases,What do the add_one_lookup and add_two_lookup functions do? I am getting valgrind errors and don't know what I am not freeing. Can you clarify this for me please?,public,labs
bitvector_flip,"<p>I'm really confused about why this wouldn't work - if i try to do bitvector_flip(B, 2), the only thing it gives back to me is 1 for some reason.\xa0</p> <pre>bitvector bitvector_flip(bitvector B, uint8_t i) {     REQUIRES(i < BITVECTOR_LIMIT);     //<insert case where you are flipping from 1 to 0>      return (B || POW(2, i)); }</pre>",private,lectures
changing bitvector limit,<p>how would a client change the bitvector limit when its defined in the interface?</p>,public,lightsout
finding number of lights,"<p>for finding the number of lights in a board, could we just go through all the indices in the \xa0board and see how lights are there, or do we have to have something more efficient?</p>",private,lightsout
when submitting bitvector.c to autolab,"<p>When we submit , should we remove ""typedef uint32_t bitvector;"" and ""#define BITVECTOR_LIMIT 25"" from the bitvector.c file so that autolab can play with its own definitions?</p>",public,lightsout
press_button,"<p>I'm confused about where the press_button function is. Is it a function I need to make myself, because it is not in the boardutil file.</p> <p></p> <p>Thanks!</p>",public,lightsout
just a small doubt,"<p>when we define BITVECTOR_LIMIT to be 25 and bitvector to be a 32 bit unsigned integer , we're ignoring bits 25 - 31 of a any bitvector \xa0we define?</p>",public,lightsout
bitvector limit,"<p>I fount that only uint8_t , uint16_t \xa0uint32_t and uint64_t are defined. Doesn't that mean we can't have a bitvector of length 70 bits , for example?, because , what type will that bitvector be defned to be then?</p>",public,lightsout
Segmentation fault,"<p>Hello,\xa0</p> <p></p> <p>I am getting a segmentation fault with file_read and I don't know why.\xa0</p> <p></p> <pre>int main(int argc, char **argv) <br />{ <br />\tif (argc != 2) {<br />\t\tfprintf(stderr, ""Usage: lightsout <board name>\ "");<br />\t\treturn 1; <br />\t}<br />\tchar *board_filename = argv[1]; \tbitvector* board = xmalloc(sizeof(bitvector)); \t*board = bitvector_new(); \tuint8_t* width = xmalloc(sizeof(uint8_t)); \t*width = 0; \tuint8_t* height = xmalloc(sizeof(uint8_t)); \t*height = 0; \tbool f = file_read(board_filename,board,width,height);</pre> <p></p> <p>Thank you\xa0</p>",private,lightsout
arguments to main(),"<p>so char** argv is an array of the arguments given to the main function and argc is how many arguments where given?. if so , I don't get how the board will be passed into the main function. The writeup says that the main will take ""the file name containing a board"", how can we get the board from a file name?.</p> <p></p> <p>Also, If only the file name is passed , why should argc be 2?</p>",public,lightsout
error when testing,"<p>when I try to test my bitvector implementation by running ""make bitvector-test"" I get errors that bitvector_new() and biitvector_get() are not defined, how come?</p>",public,lightsout
Tests crashing,"<p>Not sure what's going on here. Anyone know whats going on?</p> <p>(the redacted line contained code in my file)</p> <p></p> <p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ix087c2ns5p656/iprn4l3bf2odq/j1j4dw16x7yx/Screen_Shot_20170415_at_06.28.19.png"" alt="""" /></p>",public,lightsout
VALGRIND FAILED (SAFETY): Valgrind detected [int] errors,"<p>Hi, I get this error for two of the\xa0lightsout test, but I'm not quite sure what causes it or what it means. Valgrind says there are no memory leaks, but I'm not sure what to make of its description of the error:</p> <p></p> <p>Invalid free() / delete / delete[] / realloc()</p> <p>...</p> <p>Address 0x51f8170 is 0 bytes inside a block of size 12 free'd</p> <p>...</p> <p></p> <p></p> <p></p>",public,lightsout
hashing boards,<p>we have to write a hash function for the board data structs right?</p>,public,lightsout
Question about Written11,"<p>Hi,</p> <p></p> <p>I found that my Homework 11 was not graded. Is there anything wrong?</p> <p></p> <p>Thank you!</p> <p></p> <p>Best,</p> <p></p> <p>Shuailin He (shuailih)</p>",private,written11
Homework marked ungraded on gradescope,"<p>Hello,</p> <p></p> <p>Written homework 11 is marked as ungraded on gradescope, and I cannot see the answers. I do, however, see the grade on the course webpage. Were my grading results made available to me?</p>",private,written11
